15.512954 1:0.529997 2:0.359809 3:0.258000 4:0.056763 5:0.083074 6:0.208826 7:0.251000 8:0.042990 9:0.091888 10:0.188866 11:0.244000 12:-0.012828 13:0.141369 14:0.112612 15:0.245000 16:-0.014881 17:0.142969 18:0.109851 19:0.671995 20:0.496966 21:0.311999 22:0.008675 23:0.258789 24:0.281289 25:0.305999 26:-0.007528 27:0.272066 28:0.252505 29:0.302999 30:-0.044931 31:0.306246 32:0.192215 33:0.303999 34:-0.047449 35:0.304530 36:0.185563 37:0.018470 38:4.945538 39:0.325247 40:-0.245835 41:0.504753 42:0.233333 
58.410458 1:0.875992 2:0.684884 3:0.386998 4:-0.057274 5:0.482965 6:0.328685 7:0.386998 8:-0.057322 9:0.481915 10:0.327702 11:0.383998 12:-0.039743 13:0.476564 14:0.366607 15:0.383998 16:-0.042860 17:0.482680 18:0.363900 19:0.854992 20:0.665424 21:0.379998 22:-0.089209 23:0.512370 24:0.274545 25:0.381998 26:-0.090316 27:0.511734 28:0.272316 29:0.375998 30:-0.020505 31:0.430851 32:0.374516 33:0.373998 34:-0.021902 35:0.432661 36:0.372288 37:0.021647 38:4.647648 39:0.471015 40:-0.485226 41:0.579456 42:0.177778 
74.635689 1:1.039992 2:0.740693 3:0.445998 4:-0.071887 5:0.580565 6:0.387153 7:0.445998 8:-0.072430 9:0.579519 10:0.384987 11:0.442998 12:-0.048936 13:0.572234 14:0.436876 15:0.441998 16:-0.052019 17:0.574978 18:0.431159 19:0.971991 20:0.731812 21:0.424998 22:-0.107745 23:0.617205 24:0.325008 25:0.423998 26:-0.109615 27:0.615696 28:0.319312 29:0.414998 30:-0.016858 31:0.508686 32:0.461041 33:0.415998 34:-0.026665 35:0.518691 36:0.443762 37:0.008164 38:4.983868 39:0.092882 40:-0.187110 41:0.637792 42:0.494444 
33.197025 1:0.682995 2:0.501237 3:0.310999 4:0.002369 5:0.245555 6:0.251466 7:0.308999 8:-0.013481 9:0.251142 10:0.218292 11:0.306999 12:-0.036286 13:0.282268 14:0.193138 15:0.305999 16:-0.030616 17:0.275447 18:0.199941 19:0.670995 20:0.485142 21:0.305999 22:-0.011816 23:0.279212 24:0.248425 25:0.304999 26:-0.038361 27:0.289590 28:0.194064 29:0.302999 30:-0.042106 31:0.281237 32:0.178570 33:0.301999 34:-0.034728 35:0.276428 36:0.190661 37:0.017405 38:5.058949 39:0.259054 40:0.114482 41:0.672600 42:0.477778 
27.514599 1:0.695994 2:0.528909 3:0.314999 4:-0.018275 5:0.282067 6:0.236044 7:0.314999 8:-0.014536 9:0.277737 10:0.241091 11:0.311999 12:-0.022749 13:0.295454 14:0.236947 15:0.312999 16:-0.025146 17:0.297911 18:0.233492 19:0.658995 20:0.486304 21:0.297999 22:-0.028809 23:0.269775 24:0.197679 25:0.298999 26:-0.030463 27:0.267574 28:0.192216 29:0.296999 30:-0.012821 31:0.249703 32:0.217454 33:0.296999 34:-0.013650 35:0.248002 36:0.213869 37:0.014154 38:5.063289 39:0.200579 40:0.167380 41:0.762079 42:0.572222 
60.279655 1:0.902992 2:0.706170 3:0.398998 4:-0.056604 5:0.511192 6:0.356595 7:0.398998 8:-0.067497 9:0.524420 10:0.340674 11:0.394998 12:-0.048385 13:0.519472 14:0.383612 15:0.394998 16:-0.045863 17:0.516886 18:0.387945 19:0.905992 20:0.701323 21:0.399998 22:-0.086582 23:0.555883 24:0.319956 25:0.401998 26:-0.111701 27:0.581844 28:0.282390 29:0.392998 30:-0.030979 31:0.487544 32:0.400837 33:0.392998 34:-0.021121 35:0.473521 36:0.414384 37:0.033808 38:5.173534 39:0.258306 40:0.363376 41:1.000000 42:1.000000 
102.723686 1:0.871992 2:1.213930 3:0.395998 4:-0.154299 5:0.655346 6:0.236947 7:0.395998 8:-0.153894 9:0.655530 10:0.237882 11:0.374998 12:-0.107772 13:0.591274 14:0.286305 15:0.372999 16:-0.104948 17:0.590743 18:0.291611 19:1.319005 20:0.809586 21:0.540996 22:-0.163391 23:0.768318 24:0.347711 25:0.543996 26:-0.160961 27:0.762180 28:0.349482 29:0.526997 30:-0.025460 31:0.593488 32:0.525788 33:0.526997 34:-0.024002 35:0.590894 36:0.527103 37:0.010096 38:3.244592 39:0.062150 40:-0.052253 41:0.723420 42:0.033333 
94.410088 1:1.045993 2:0.992302 3:0.442998 4:-0.135007 5:0.611369 6:0.268786 7:0.442998 8:-0.135175 9:0.610421 10:0.267818 11:0.423998 12:-0.092000 13:0.564246 14:0.321334 15:0.423998 16:-0.092701 17:0.564336 18:0.319812 19:1.150998 20:0.794138 21:0.486997 22:-0.152206 23:0.735126 24:0.331368 25:0.486997 26:-0.150484 27:0.734051 28:0.334322 29:0.471997 30:-0.025060 31:0.569051 32:0.500098 33:0.471997 34:-0.021525 35:0.564033 36:0.504809 37:0.010048 38:4.168381 39:0.088600 40:-0.255463 41:0.489072 42:0.033333 
38.087799 1:0.723994 2:0.554378 3:0.325999 4:-0.014481 5:0.295757 6:0.259040 7:0.326999 8:-0.009493 9:0.289978 10:0.265935 11:0.324999 12:-0.024029 13:0.316587 14:0.254668 15:0.324999 16:-0.021510 17:0.313073 18:0.257656 19:0.723994 20:0.554751 21:0.324999 22:-0.038061 23:0.336161 24:0.238050 25:0.325999 26:-0.027640 27:0.328281 28:0.256433 29:0.322999 30:-0.021017 31:0.315009 32:0.260368 33:0.322999 34:-0.016583 35:0.310446 36:0.267228 37:0.021627 38:4.807190 39:0.447545 40:-0.166759 41:0.571834 42:0.216667 
71.212181 1:0.951991 2:0.704447 3:0.418998 4:-0.074542 5:0.537117 6:0.339262 7:0.417998 8:-0.069583 9:0.533854 10:0.348139 11:0.414998 12:-0.056266 13:0.530470 14:0.377137 15:0.413998 16:-0.057291 17:0.532465 18:0.376045 19:0.932991 20:0.702217 21:0.410998 22:-0.105877 23:0.579441 24:0.296992 25:0.406998 26:-0.082991 27:0.564695 28:0.337454 29:0.401998 30:-0.026091 31:0.484453 32:0.412139 33:0.402998 34:-0.030119 35:0.491505 36:0.408045 37:0.007841 38:4.938228 39:0.071234 40:0.047827 41:0.687384 42:0.561111 
28.617188 1:0.702994 2:0.515722 3:0.322999 4:0.030838 5:0.224869 6:0.301429 7:0.317999 8:-0.045738 9:0.298323 10:0.188184 11:0.315999 12:-0.047901 13:0.304284 14:0.187755 15:0.315999 16:-0.039195 17:0.292308 18:0.196999 19:0.678995 20:0.487447 21:0.314999 22:0.050138 23:0.188222 24:0.311375 25:0.308999 26:-0.082384 27:0.336690 28:0.139079 29:0.306999 30:-0.059471 31:0.298641 32:0.156815 33:0.305999 34:-0.051199 35:0.290030 36:0.166981 37:0.017007 38:5.003177 39:0.135538 40:1.004037 41:0.926393 42:0.805556 
66.531647 1:0.933991 2:0.722052 3:0.410998 4:-0.068762 5:0.541583 6:0.354602 7:0.410998 8:-0.067845 9:0.542274 10:0.357397 11:0.406998 12:-0.050336 13:0.540678 14:0.399251 15:0.405998 16:-0.047741 17:0.536546 18:0.402244 19:0.930991 20:0.719033 21:0.411998 22:-0.112247 23:0.601037 24:0.298515 25:0.408998 26:-0.100590 27:0.592311 28:0.317577 29:0.401998 30:-0.028720 31:0.501999 32:0.421237 33:0.401998 34:-0.024282 35:0.497468 36:0.429045 37:0.031331 38:5.091990 39:0.399795 40:-0.126914 41:0.688479 42:0.494444 
71.760216 1:0.908992 2:0.721446 3:0.408998 4:-0.077744 5:0.567187 6:0.352650 7:0.408998 8:-0.078590 9:0.565355 10:0.349157 11:0.404998 12:-0.058724 13:0.561664 14:0.394861 15:0.404998 16:-0.058404 17:0.556198 18:0.391105 19:0.944991 20:0.728215 21:0.418998 22:-0.117605 23:0.622575 24:0.304392 25:0.416998 26:-0.111069 27:0.617003 28:0.314385 29:0.407998 30:-0.026090 31:0.515884 32:0.441850 33:0.407998 34:-0.023868 35:0.507157 36:0.439803 37:0.012227 38:5.122908 39:0.144162 40:-0.066722 41:0.996704 42:0.994444 
48.059940 1:0.803993 2:0.615179 3:0.357999 4:-0.036171 5:0.389249 6:0.294611 7:0.360999 8:-0.038689 9:0.395740 10:0.294672 11:0.354999 12:-0.038408 13:0.394956 14:0.293537 15:0.355999 16:-0.043944 17:0.403806 18:0.287838 19:0.811993 20:0.604303 21:0.361999 22:-0.054510 23:0.416537 24:0.274711 25:0.364999 26:-0.062453 27:0.438372 28:0.274549 29:0.357999 30:-0.034287 31:0.384587 32:0.295130 33:0.358999 34:-0.039448 35:0.390116 36:0.287623 37:0.021148 38:4.919967 39:0.433608 40:-0.155724 41:0.491803 42:0.194444 
100.238785 1:0.574996 2:1.353676 3:0.297999 4:-0.148359 5:0.611092 6:0.157281 7:0.297999 8:-0.148578 9:0.609965 10:0.156259 11:0.282000 12:-0.108265 13:0.536869 14:0.191292 15:0.282000 16:-0.107783 17:0.535901 18:0.191864 19:1.306005 20:0.833573 21:0.536996 22:-0.189245 23:0.781930 24:0.303411 25:0.534996 26:-0.186187 27:0.775368 28:0.304601 29:0.506997 30:-0.026201 31:0.550566 32:0.482339 33:0.508997 34:-0.031483 35:0.551763 36:0.470392 37:0.010152 38:3.257935 39:0.058641 40:0.074170 41:0.723517 42:0.033333 
107.650330 1:0.719994 2:1.284432 3:0.348999 4:-0.153395 5:0.632567 6:0.197876 7:0.347999 8:-0.152234 9:0.632404 10:0.199486 11:0.327999 12:-0.106588 13:0.563788 14:0.245423 15:0.327999 16:-0.106426 17:0.565059 18:0.246647 19:1.360007 20:0.816175 21:0.555996 22:-0.178855 23:0.779026 24:0.327890 25:0.554996 26:-0.176020 27:0.771636 28:0.328421 29:0.534996 30:-0.020486 31:0.570487 32:0.517170 33:0.532996 34:-0.019910 35:0.569933 36:0.518013 37:0.010122 38:3.273943 39:0.061053 40:0.087392 41:0.719353 42:0.033333 
20.295948 1:0.671995 2:0.482494 3:0.303999 4:0.003672 5:0.218705 6:0.227556 7:0.306999 8:-0.004225 9:0.230763 10:0.220607 11:0.302999 12:-0.024586 13:0.244790 14:0.186496 15:0.303999 16:-0.035296 17:0.258619 18:0.175130 19:0.670995 20:0.483126 21:0.304999 22:-0.012929 23:0.256506 24:0.224264 25:0.306999 26:-0.027125 27:0.288682 28:0.219639 29:0.303999 30:-0.031468 31:0.271509 32:0.194279 33:0.304999 34:-0.043015 35:0.278931 36:0.175301 37:0.014456 38:4.382902 39:0.470146 40:-0.164095 41:0.408342 42:0.061111 
72.845619 1:0.995991 2:0.780806 3:0.430998 4:-0.106706 5:0.570606 6:0.295651 7:0.431998 8:-0.106455 9:0.569518 10:0.295726 11:0.421998 12:-0.078748 13:0.545749 14:0.337024 15:0.420998 16:-0.077106 17:0.544946 18:0.339969 19:1.009991 20:0.745719 21:0.435998 22:-0.129435 23:0.643127 24:0.299195 25:0.432998 26:-0.091933 27:0.581271 28:0.337064 29:0.422998 30:-0.034511 31:0.519510 32:0.424499 33:0.424998 34:-0.041712 35:0.526609 36:0.412470 37:0.008711 38:4.927945 39:0.075841 40:-0.036297 41:0.935236 42:0.905556 
26.989634 1:0.678995 2:0.502297 3:0.306999 4:0.001135 5:0.234395 6:0.237183 7:0.307999 8:0.009111 9:0.230307 10:0.252903 11:0.302999 12:-0.024966 13:0.270847 14:0.208434 15:0.302999 16:-0.020909 17:0.264154 18:0.212021 19:0.728994 20:0.535054 21:0.328999 22:-0.027700 23:0.323309 24:0.252381 25:0.326999 26:-0.016017 27:0.309207 28:0.267893 29:0.322999 30:-0.034668 31:0.319323 32:0.231335 33:0.323999 34:-0.035276 35:0.314736 36:0.226230 37:0.015939 38:4.867494 39:0.381082 40:0.219062 41:0.371780 42:0.127778 
37.341496 1:0.745994 2:0.538955 3:0.334999 4:-0.001591 5:0.278936 6:0.274989 7:0.336999 8:-0.010116 9:0.301479 10:0.275978 11:0.331999 12:-0.047014 13:0.328603 14:0.213105 15:0.331999 16:-0.036761 17:0.315178 18:0.224810 19:0.748994 20:0.536242 21:0.335999 22:-0.025958 23:0.332396 24:0.265730 25:0.337999 26:-0.014433 27:0.343343 28:0.304888 29:0.335999 30:-0.068509 31:0.354434 32:0.188550 33:0.333999 34:-0.056346 35:0.337777 36:0.200753 37:0.020080 38:5.101880 39:0.266875 40:-0.222297 41:0.715622 42:0.561111 
104.408012 1:0.511997 2:1.429515 3:0.274000 4:-0.144606 5:0.594490 6:0.133783 7:0.274000 8:-0.145840 9:0.595138 10:0.131569 11:0.258000 12:-0.103799 13:0.517533 14:0.168769 15:0.259000 16:-0.105072 17:0.516617 18:0.166145 19:1.289004 20:0.847478 21:0.529997 22:-0.194757 23:0.781318 24:0.290075 25:0.530997 26:-0.198229 27:0.785565 28:0.286386 29:0.497997 30:-0.029788 31:0.539688 32:0.462585 33:0.497997 34:-0.029531 35:0.539978 36:0.463493 37:0.010302 38:3.263275 39:0.069565 40:-0.116379 41:0.724153 42:0.033333 
34.502918 1:0.695994 2:0.510456 3:0.312999 4:0.008417 5:0.229829 6:0.250360 7:0.314999 8:0.026855 9:0.215714 10:0.281914 11:0.311999 12:-0.018294 13:0.266365 14:0.221315 15:0.311999 16:-0.026635 17:0.277666 18:0.212017 19:0.737994 20:0.551310 21:0.330999 22:-0.034455 23:0.335046 24:0.246856 25:0.330999 26:-0.002983 27:0.315971 28:0.308041 29:0.329999 30:-0.034385 31:0.335153 32:0.246919 33:0.330999 34:-0.045263 35:0.345190 36:0.230232 37:0.026125 38:5.084666 39:0.336172 40:0.135012 41:0.728152 42:0.544444 
75.245811 1:0.865992 2:0.710563 3:0.390998 4:-0.081602 5:0.508933 6:0.292966 7:0.390998 8:-0.082368 9:0.506129 10:0.289099 11:0.384998 12:-0.069085 13:0.501869 14:0.314927 15:0.384998 16:-0.073084 17:0.505221 18:0.308050 19:0.937991 20:0.706494 21:0.410998 22:-0.090658 23:0.559570 24:0.316841 25:0.410998 26:-0.105144 27:0.577434 28:0.297186 29:0.402998 30:-0.033778 31:0.479533 32:0.387664 33:0.401998 34:-0.032614 35:0.479691 36:0.390674 37:0.010223 38:4.983744 39:0.122618 40:-0.000837 41:0.630096 42:0.438889 
79.436134 1:0.963991 2:0.761118 3:0.422998 4:-0.102470 5:0.552162 6:0.288913 7:0.422998 8:-0.105082 9:0.555736 10:0.285869 11:0.412998 12:-0.075552 13:0.529079 14:0.328951 15:0.412998 16:-0.077004 17:0.530839 18:0.326949 19:0.964991 20:0.720700 21:0.419998 22:-0.122946 23:0.613085 24:0.286512 25:0.415998 26:-0.092089 27:0.559792 28:0.315318 29:0.407998 30:-0.039381 31:0.491124 32:0.384397 33:0.408998 34:-0.038520 35:0.490976 36:0.386611 37:0.008431 38:4.899419 39:0.073636 40:0.019006 41:0.642823 42:0.500000 
73.835030 1:0.940991 2:0.698326 3:0.414998 4:-0.075354 5:0.509558 6:0.314570 7:0.415998 8:-0.082285 9:0.516990 10:0.304960 11:0.409998 12:-0.064603 13:0.509820 14:0.338573 15:0.408998 16:-0.061833 17:0.506301 18:0.342074 19:0.901992 20:0.674406 21:0.395998 22:-0.094428 23:0.539128 24:0.288078 25:0.394998 26:-0.078566 27:0.512924 28:0.304230 29:0.389998 30:-0.043874 31:0.465744 32:0.347804 33:0.388998 34:-0.035100 35:0.456546 36:0.361669 37:0.007903 38:5.035237 39:0.085424 40:0.037560 41:0.986641 42:0.977778 
97.512093 1:0.631995 2:1.334585 3:0.318999 4:-0.150840 5:0.619129 6:0.174016 7:0.318999 8:-0.151695 9:0.619620 10:0.172533 11:0.299999 12:-0.106061 13:0.547435 14:0.217301 15:0.299999 16:-0.105741 17:0.546947 18:0.217763 19:1.368008 20:0.826233 21:0.559996 22:-0.185772 23:0.786137 24:0.320028 25:0.557996 26:-0.184802 27:0.779851 28:0.317315 29:0.532996 30:-0.025662 31:0.562895 32:0.496864 33:0.531996 34:-0.025535 35:0.565370 36:0.499448 37:0.010206 38:3.268325 39:0.065815 40:0.033474 41:0.722267 42:0.033333 
95.343704 1:0.835993 2:0.941657 3:0.384998 4:-0.132072 5:0.573338 6:0.226291 7:0.383998 8:-0.131808 9:0.572918 10:0.226092 11:0.368999 12:-0.095668 13:0.529056 14:0.267710 15:0.369999 16:-0.099001 17:0.531585 18:0.262394 19:1.041992 20:0.780143 21:0.448998 22:-0.143550 23:0.685009 24:0.302175 25:0.448998 26:-0.150338 27:0.691088 28:0.291843 29:0.431998 30:-0.031330 31:0.522346 32:0.436497 33:0.431998 34:-0.029011 35:0.524334 36:0.444417 37:0.009945 38:4.445180 39:0.083844 40:-0.012520 41:0.408228 42:0.033333 
20.527485 1:0.639995 2:0.463923 3:0.292000 4:0.005443 5:0.193216 6:0.206070 7:0.293000 8:0.012111 9:0.188130 10:0.216833 11:0.291000 12:-0.016194 13:0.220921 14:0.182407 15:0.291000 16:-0.015328 17:0.219091 18:0.182701 19:0.641995 20:0.480539 21:0.294000 22:-0.030249 23:0.265421 24:0.189857 25:0.292000 26:-0.005172 27:0.247099 28:0.233694 29:0.292000 30:-0.027169 31:0.255826 32:0.188342 33:0.292000 34:-0.022816 35:0.249885 36:0.193233 37:0.022605 38:4.517944 39:0.482339 40:-0.067939 41:0.713641 42:0.216667 
36.475636 1:0.721994 2:0.558875 3:0.326999 4:-0.031679 5:0.321786 6:0.241233 7:0.325999 8:-0.037515 9:0.329744 10:0.234143 11:0.323999 12:-0.024078 13:0.322071 14:0.259324 15:0.323999 16:-0.028114 17:0.326864 18:0.253691 19:0.672995 20:0.505637 21:0.304999 22:-0.039999 23:0.296915 24:0.196360 25:0.306999 26:-0.046411 27:0.304267 28:0.188503 29:0.302999 30:-0.005603 31:0.252870 32:0.238657 33:0.302999 34:-0.006534 35:0.253660 36:0.237099 37:0.019759 38:5.012429 39:0.326637 40:-0.221480 41:0.600388 42:0.350000 
35.644585 1:0.731994 2:0.564665 3:0.334999 4:0.017118 5:0.278975 6:0.323230 7:0.334999 8:-0.048983 9:0.342687 10:0.220833 11:0.331999 12:-0.044433 13:0.351138 14:0.237258 15:0.330999 16:-0.040315 17:0.345203 18:0.241682 19:0.778993 20:0.580606 21:0.350999 22:0.017623 23:0.307459 24:0.353534 25:0.353999 26:-0.111340 27:0.458794 28:0.181131 29:0.346999 30:-0.050766 31:0.384394 32:0.253508 33:0.345999 34:-0.048618 35:0.376548 36:0.251827 37:0.011918 38:4.586461 39:0.269020 40:0.038141 41:0.577914 42:0.188889 
97.699577 1:0.595996 2:1.357966 3:0.304999 4:-0.148461 5:0.610155 6:0.162709 7:0.304999 8:-0.149847 9:0.609650 10:0.159619 11:0.288000 12:-0.106723 13:0.536830 14:0.199897 15:0.289000 16:-0.108682 17:0.537873 18:0.196671 19:1.224001 20:0.886470 21:0.506997 22:-0.207331 23:0.806323 24:0.272600 25:0.492997 26:-0.138184 27:0.673932 28:0.321248 29:0.473997 30:-0.050658 31:0.554717 32:0.422037 33:0.474997 34:-0.047344 35:0.549571 36:0.425767 37:0.010201 38:3.269856 39:0.064585 40:-0.046077 41:0.721970 42:0.033333 
106.369858 1:0.661995 2:1.323995 3:0.327999 4:-0.151386 5:0.620765 6:0.180680 7:0.326999 8:-0.150333 9:0.620889 10:0.182152 11:0.308999 12:-0.106656 13:0.549423 14:0.223572 15:0.308999 16:-0.107347 17:0.549579 18:0.222029 19:1.423010 20:0.823107 21:0.572996 22:-0.186083 23:0.788432 24:0.324675 25:0.572996 26:-0.180808 27:0.778806 28:0.328769 29:0.548996 30:-0.024900 31:0.573791 32:0.509904 33:0.547996 34:-0.022144 35:0.571226 36:0.514308 37:0.010137 38:3.289806 39:0.061789 40:0.064651 41:0.716470 42:0.033333 
11.037306 1:0.617995 2:0.420105 3:0.295000 4:0.078528 5:0.106924 6:0.283737 7:0.282000 8:-0.028645 9:0.195139 10:0.132207 11:0.282000 12:-0.046303 13:0.215754 14:0.114367 15:0.281000 16:-0.033431 17:0.199429 18:0.126077 19:0.620995 20:0.428568 21:0.298999 22:0.083148 23:0.112046 24:0.302449 25:0.285000 26:-0.071857 27:0.278872 28:0.111527 29:0.286000 30:-0.067160 31:0.257185 32:0.106455 33:0.285000 34:-0.059024 35:0.247591 36:0.114330 37:0.014290 38:4.658275 39:0.290279 40:1.365182 41:0.505758 42:0.150000 
97.656982 1:1.088995 2:0.982011 3:0.452997 4:-0.130782 5:0.612635 6:0.281717 7:0.453997 8:-0.131841 9:0.613503 10:0.280481 11:0.434998 12:-0.091254 13:0.568707 14:0.329621 15:0.433998 16:-0.088418 17:0.567701 18:0.335026 19:1.170998 20:0.802567 21:0.491997 22:-0.149870 23:0.738444 24:0.340348 25:0.494997 26:-0.153448 27:0.749115 28:0.340928 29:0.477997 30:-0.024018 31:0.578535 32:0.512239 33:0.477997 34:-0.025076 35:0.582108 36:0.512763 37:0.009928 38:4.174411 39:0.081270 40:-0.298508 41:0.486641 42:0.033333 
78.470856 1:1.049993 2:0.753153 3:0.450998 4:-0.095259 5:0.584891 6:0.337339 7:0.449998 8:-0.094889 9:0.588800 10:0.340870 11:0.443998 12:-0.074512 13:0.572386 14:0.373747 15:0.442998 16:-0.071450 17:0.568178 18:0.377422 19:0.974991 20:0.730972 21:0.424998 22:-0.118656 23:0.625832 24:0.306627 25:0.421998 26:-0.102933 27:0.609812 28:0.329598 29:0.414998 30:-0.037970 31:0.524722 32:0.418996 33:0.414998 34:-0.038628 35:0.522143 36:0.414968 37:0.007738 38:4.982396 39:0.069580 40:-0.080980 41:0.996440 42:0.994444 
62.929707 1:0.896992 2:0.661692 3:0.393998 4:-0.049111 5:0.462776 6:0.333163 7:0.393998 8:-0.055801 9:0.467809 10:0.321322 11:0.390998 12:-0.043808 13:0.465513 14:0.347954 15:0.390998 16:-0.043806 17:0.465074 18:0.347581 19:0.855992 20:0.642718 21:0.377998 22:-0.070630 23:0.484750 24:0.295730 25:0.377998 26:-0.066518 27:0.467912 28:0.292125 29:0.371999 30:-0.036598 31:0.429695 32:0.331371 33:0.372999 34:-0.035115 35:0.427290 36:0.333149 37:0.020147 38:5.160770 39:0.169682 40:0.330586 41:1.000000 42:1.000000 
41.035511 1:0.734994 2:0.559520 3:0.328999 4:-0.017009 5:0.309430 6:0.265840 7:0.330999 8:-0.011296 9:0.307418 10:0.278335 11:0.325999 12:-0.030206 13:0.332947 14:0.254288 15:0.325999 16:-0.025117 17:0.324995 18:0.259685 19:0.770993 20:0.575391 21:0.344999 22:-0.039288 23:0.371882 24:0.269640 25:0.343999 26:-0.032945 27:0.369990 28:0.283205 29:0.339999 30:-0.035057 31:0.357406 32:0.266394 33:0.341999 34:-0.032701 35:0.348179 36:0.264399 37:0.019951 38:4.985752 39:0.378851 40:0.206829 41:0.480795 42:0.238889 
18.611095 1:0.629995 2:0.449159 3:0.288000 4:0.003933 5:0.188411 6:0.197659 7:0.291000 8:-0.034793 9:0.225085 10:0.146069 11:0.287000 12:-0.007101 13:0.204284 14:0.187417 15:0.287000 16:-0.039769 17:0.242774 18:0.148968 19:0.589996 20:0.414862 21:0.271000 22:-0.010158 23:0.189067 24:0.164876 25:0.273000 26:-0.066080 27:0.263916 28:0.107510 29:0.269000 30:-0.014272 31:0.191794 32:0.157792 33:0.270000 34:-0.023123 35:0.198580 36:0.144323 37:0.017365 38:4.510498 39:0.408455 40:-0.134664 41:0.491132 42:0.127778 
70.949989 1:1.003991 2:0.717840 3:0.434998 4:-0.071513 5:0.552345 6:0.362569 7:0.433998 8:-0.064234 9:0.543247 10:0.372315 11:0.429998 12:-0.051491 13:0.543723 14:0.403356 15:0.429998 16:-0.049123 17:0.542195 18:0.408026 19:0.945991 20:0.714701 21:0.413998 22:-0.080605 23:0.560930 24:0.342316 25:0.412998 26:-0.103618 27:0.603609 28:0.320290 29:0.406998 30:-0.030053 31:0.498302 32:0.414920 33:0.408998 34:-0.034156 35:0.507592 36:0.412781 37:0.013745 38:5.119731 39:0.171093 40:0.142392 41:0.932098 42:0.888889 
99.459106 1:0.980991 2:1.002018 3:0.424998 4:-0.135102 5:0.599183 6:0.253830 7:0.424998 8:-0.134583 9:0.599255 10:0.254923 11:0.405998 12:-0.093421 13:0.553864 14:0.304629 15:0.404998 16:-0.090929 17:0.551931 18:0.308542 19:1.167998 20:0.800335 21:0.492997 22:-0.155287 23:0.744342 24:0.333101 25:0.492997 26:-0.151863 27:0.735683 28:0.334564 29:0.476997 30:-0.023880 31:0.569374 32:0.503914 33:0.476997 34:-0.026907 35:0.571073 36:0.497487 37:0.009822 38:4.179938 39:0.070577 40:-0.050472 41:0.488883 42:0.033333 
47.448425 1:0.820993 2:0.639479 3:0.367999 4:-0.058851 5:0.436437 6:0.282207 7:0.367999 8:-0.057508 9:0.435794 10:0.284833 11:0.364999 12:-0.040093 13:0.429006 14:0.320714 15:0.363999 16:-0.042407 17:0.433088 18:0.318236 19:0.761994 20:0.588792 21:0.345999 22:-0.082380 23:0.423797 24:0.213018 25:0.343999 26:-0.077866 27:0.423379 28:0.221666 29:0.339999 30:-0.015432 31:0.345980 32:0.304966 33:0.338999 34:-0.016107 35:0.343912 36:0.301203 37:0.029303 38:4.846350 39:0.486620 40:-0.082767 41:0.715803 42:0.338889 
45.829079 1:0.779993 2:0.598810 3:0.347999 4:-0.025062 5:0.351486 6:0.286731 7:0.346999 8:-0.024701 9:0.352341 10:0.288260 11:0.345999 12:-0.025793 13:0.370928 14:0.302192 15:0.345999 16:-0.029352 17:0.372686 18:0.294822 19:0.768993 20:0.579309 21:0.343999 22:-0.046364 23:0.379067 24:0.258663 25:0.342999 26:-0.056018 27:0.391379 28:0.245940 29:0.339999 30:-0.003073 31:0.325981 32:0.317855 33:0.341999 34:-0.025706 35:0.353666 36:0.286286 37:0.018755 38:5.051905 39:0.286572 40:-0.228402 41:0.662384 42:0.422222 
61.615810 1:0.913992 2:0.706754 3:0.405998 4:-0.073369 5:0.531782 6:0.334336 7:0.404998 8:-0.074033 9:0.532075 10:0.332710 11:0.400998 12:-0.048337 13:0.519965 14:0.385390 15:0.400998 16:-0.050709 17:0.521988 18:0.381031 19:0.882992 20:0.686366 21:0.393998 22:-0.110876 23:0.567203 24:0.270843 25:0.392998 26:-0.106431 27:0.559322 28:0.274713 29:0.384998 30:-0.019749 31:0.450734 32:0.395988 33:0.385998 34:-0.022030 35:0.457157 36:0.395971 37:0.032179 38:5.025242 39:0.444835 40:-0.110681 41:0.668157 42:0.405556 
41.316959 1:0.749994 2:0.579770 3:0.337999 4:-0.025075 5:0.329763 6:0.265788 7:0.336999 8:-0.022423 9:0.329392 10:0.271766 11:0.335999 12:-0.028498 13:0.344843 14:0.270620 15:0.335999 16:-0.026859 17:0.342311 18:0.272385 19:0.734994 20:0.566450 21:0.332999 22:-0.055008 23:0.366969 24:0.226106 25:0.329999 26:-0.036453 27:0.354106 28:0.258187 29:0.328999 30:-0.023330 31:0.325674 32:0.265122 33:0.328999 34:-0.021006 35:0.323361 36:0.268766 37:0.025081 38:4.743889 39:0.487575 40:-0.103192 41:0.641284 42:0.233333 
63.459320 1:0.751994 2:0.665692 3:0.348999 4:-0.082123 5:0.447042 6:0.231323 7:0.346999 8:-0.078439 9:0.444899 10:0.237173 11:0.340999 12:-0.067062 13:0.436084 14:0.254448 15:0.340999 16:-0.061658 17:0.431670 18:0.263829 19:0.818993 20:0.621330 21:0.364999 22:-0.087851 23:0.467826 24:0.239793 25:0.364999 26:-0.081991 27:0.450806 28:0.240188 29:0.357999 30:-0.021773 31:0.366255 32:0.309539 33:0.357999 34:-0.022359 35:0.370209 36:0.311704 37:0.009910 38:4.955718 39:0.133337 40:-0.206946 41:0.560975 42:0.316667 
